candidate_id,full_name,email,phone,age,graduation_year,institute,degree,major,current_city,applied_role,current_title,career_path,total_experience,num_employers,company_type,company_size,skills,certifications,technical_assessment,aptitude_score,last_rating,kpi_met,awards,trainings_last_year,training_hours,recruitment_channel,last_job_change,currently_enrolled,overtime_history,current_ctc,expected_ctc,notice_period,recruiter_note,post_hire_score
CH-FI91OT,Bunty Jadhav,bunty.jadhav959@outlook.com,+91 6415291677,29,2019,Delhi Technological University,B.Sc,,Hyderabad,DevOps / SRE,DevOps Engineer,Associate DevOps Engineer (0.6 yrs) -> DevOps Engineer (1.5 yrs) -> DevOps Engineer (3.3 yrs),65 months,1,,,MS Azure | GCP | python 3 | Apache Airflow | aws,Azure Fundamentals,79,7.4,New joiner - not rated,0,0,2,12,Campus,never,no_enrollment,No,1831000,26.5 LPA,15 days,,62.0
CH-9MISW8,Rampyare Purohit,rampyare.purohit609@gmail.com,+91 7428028709,35,2015,IITB,MBA,STEM,Bhubaneswar,DevOps / SRE,DevOps Engineer II,Junior DevOps Engineer [36 mo] → Associate DevOps Engineer [49 mo] → DevOps Engineer [40 mo],10.4 years,3,,,Golang; AWS; containers (docker); NLP; Terraform; kafka; K8s; Git; Unix/Linux,PMP; ISTQB Foundation,44,7.5,5,yes,0,1,84,Campus,1,no_enrollment,No,INR 18.5 lakh,21.7 LPA,30 days,Open to weekend shifts.,63.6
CH-XVNI2B,Harshad Negi,harshad.negi312@yahoo.co.in,+91 6247637424,44,2003,Sri Sivasubramaniya Nadar Institutions,Btech,STEM,Hyderabad,Data Engineer,Head of Data Platform,Trainee Data Engineer (2.7 yrs) -> Associate Data Engineer (5.2 yrs) -> Junior Data Engineer (3.9 yrs) -> Apprentice (3.5 yrs) -> VP Data Platform (3.0 yrs) -> Head of Data Platform (3.7 yrs),22 years,1,Pvt Ltd,100-500,AWS | airflow | T-SQL | Kafka | Pandas | Python | docker,NPTEL DSA (Elite),67,3.8,4,Y,None,1,6,Campus,>4,no_enrollment,No,58.7 LPA,78.9 LPA,2 months,Mentored two junior engineers; strong communicator.,89.4
CH-Y8FLOD,Reeta Dhoni,reeta.dhoni462@gmail.com,+91 8203766822,28,2020,Shivaji University,B.Sc,STEM,Chennai,ML Engineer,Senior ML Engineer,Trainee ML Engineer (1.1 yrs) > ML Engineer (1.2 yrs) > ML Engineer (1.3 yrs) > Sr. ML Engineer (0.6 yrs) > Sr. ML Engineer (1.0 yrs),63 months,1,Pvt Ltd,100-500,"Torch,sklearn,terraform,A/B testing",Scrum Master (CSM); AWS Certified Solutions Architect,86,10.0,4.0,yes,None,2,64,Direct,1,no_enrollment,Yes,"₹16,73,000","₹21,23,000",45 days,Currently exploring 2-3 other offers.,38.1
CH-XOPOTN,Mandira Nautiyal,mandira.nautiyal168@rediffmail.com,+91 6230493997,41,2008,Bhupendra Narayan Mandal University,BCA,STEM,Ranchi,Frontend Engineer,Head of Engineering,Trainee Frontend Engineer (1.2y) → Frontend Engineer (3.1y) → Senior Frontend Engineer (2.8y) → Frontend Engineer Lead (4.5y) → Engineering Manager (4.3y) → Head of Engineering (1.5y),17.4 yrs,2,Pvt Ltd,50-99,"EKS/GKE, mongodb, Kotlin, SQL, redis, AngularJS",,48,2.6,3,0,0,2,123,Job Portal,2,no_enrollment,Yes,INR 68.4 lakh,"₹91,70,000",60 days,Has a pre-planned vacation next month.,3.1
CH-E06X9L,Shefali Kadam,shefali.kadam980@outlook.com,+91 8739596023,44,2015,National Institute of Technology Durgapur,M.Tech,,Pune,Data Scientist,Data Scientist,Data Scientist I (2.3y) > Data Scientist II (7.8y),121 months,9,Funded Startup,<10,"T-SQL,nlp",,36,5.5,5,N,None,1,14,Referral,3,,No,31.1 LPA,39.0 LPA,2 months,Communication in the panel round was unclear. Interested in the Bengaluru office.,56.1
CH-812NAF,Anjani Maheshwari,anjani.maheshwari395@hotmail.com,+91 9974915217,33,2020,"Birla Institute of Technology and Science, Pilani",BE,STEM,Patna,Backend Engineer,Software Engineer I,Associate Software Engineer (0.5 yrs) | Junior Software Engineer (3.3 yrs),3.8 yrs,1,Pvt Ltd,100-500,RESTful services | MongoDB | Structured Query Language,AWS Certified Solutions Architect,72,5.7,5,Yes,0,1,43,LinkedIn,2,Full time course,No,"₹16,40,000","$18,042",2 months,,36.5
CH-0BY4BW,"Goenka, Shrikant",shrikant.goenka611+jobs@rediffmail.com,08875266262,35,2015,IIT Delhi,MBA,STEM,Chennai,Mobile Engineer,Mobile Developer I,Mobile Developer I [83 mo] → Associate Mobile Developer [45 mo],10.6 years,6,,,"Git, swift, ci-cd, mongodb, REST, golang, android, Flutter",Coursera ML Specialization; NPTEL DSA (Elite),70,5.6,3,N,0,2,61,Sourcing,1,Full time course,No,18.7 LPA,25.6 LPA,15 days,Currently exploring 2-3 other offers.,69.7
CH-7CU5FG,Vivek Khemka,vivek.khemka846@gmail.com,+91 6751049282,37,2011,Jaypee Institute of Information Technology,MS,STEM,Kolkata,Backend Engineer,Software Engineer,Software Engineer I (13.5 yrs) | Software Engineer (1.1 yrs),175 months,2,Pvt Ltd,10000+,sql | API design | Postgres | Microservices | HTML | PYTHON,Scrum Master (CSM); Databricks Associate,82,8.0/10,4,Y,0,1,25,Job Portal,>4,no_enrollment,Yes,40.11L,57.8 LPA,60 days,,67.1
CH-MBGTG2,Maitri Sood,maitri.sood610@outlook.com,+91 9136655361,30,2023,Goa University,Btech,,Lucknow,DevOps / SRE,DevOps Engineer I,Apprentice [3 mo] -> Junior DevOps Engineer [3 mo] -> Associate DevOps Engineer [17 mo],1+ yrs,1,Pvt Ltd,50-99,"terraform, kafka",AWS Certified Solutions Architect,44,6.0,4,yes,0,1,320,Sourcing,1,Full time course,No,6.8 LPA,9.26L,15 days,Plays in a local cricket league.,66.9
CH-2VH0JH,Janhvi Rajpurohit,janhvi.rajpurohit733@outlook.com,+91 8548249963,43,2005,"National Institute of Technology Karnataka, Surathkal",B.Sc,STEM,Hyderabad,Data Engineer,"Director, Data Platform",Data Engineer I (0.6y) → Trainee Data Engineer (4.5y) → Data Engineer I (1.0y) → Senior Data Engineer (2.0y) → Tech Lead (3.2y) → Manager - Data Platform (5.8y) → VP Data Platform (3.4y),20+ years,6,,,Kafka | cypress | workflow orchestration (Airflow) | numpy | aws | HDFS | python | k8s,Google Professional Data Engineer,36,42%,New joiner - not rated,FALSE,None,1,23,Job Portal,>4,no_enrollment,No,INR 34.1 lakh,39.9 LPA,15 days,,52.7
CH-2Y8GA4,Rakshit Garg,rakshit.garg418@outlook.com,+91 8170935098,47,2012,Indian Institute of Technology Kharagpur,MS,,New Delhi,Product Analyst,Product Analyst II,Associate Product Analyst [15 mo] → Junior Product Analyst [4 mo] → Trainee Product Analyst [20 mo] → Trainee Product Analyst [9 mo] → Product Analyst [24 mo],6.0 years,1,Pvt Ltd,10/49,containers (docker); SpringBoot; hadoop; experimentation,,32,6.2,5,Y,0,1,134,Walk-in,1,no_enrollment,Yes,14.27L,1612000,Immediate joiner,Open to weekend shifts.,46.2
CH-R9CDVE,Badal Paswan,badal.paswan462@gmail.com,+91 6361670885,45,2019,Malaviya National Institute of Technology Jaipur,Polytechnic Diploma,STEM,Delhi,Data Scientist,Senior Data Scientist,Trainee (1.1y) -> Trainee Data Scientist (1.4y) -> Senior Data Scientist (2.6y) -> Data Scientist III (1.1y),6.3,1,Pvt Ltd,,"pandas, MySQL, pytorch, Statistics, c plus plus, Scikit Learn, AB testing",NPTEL DSA (Elite),58.0 %,4.9,3,N,0,1,41,Campus,>4,no_enrollment,No,14.1 LPA,1376000,30 days,,69.4
CH-0UPU7U,Apurva Goel,apurva.goel885@hotmail.com,+91 9323308774,39,2010,Integral University,Bachelor of Technology,STEM,Pune,ML Engineer,ML Engineer I,Trainee ML Engineer (10.4y) → ML Engineer I (5.0y),15.4,6,Pvt Ltd,100-500,Kubernetes; python 3; Kafka; PyTorch; mlflow; containers (docker),,55.0 %,6.7,5,No,-,1,196,Campus,1,no_enrollment,No,36.0 LPA,4388000,45 days,,53.3
CH-3O9MDN,Kalpana Bhat,kalpana.bhat164@rediffmail.com,+91 8968014412,35,2019,Indian Institute of Technology Madras,BCA,Business Degree,Hyderabad,Backend Engineer,Software Engineer II,Associate Software Engineer (2.4 yrs) -> Software Engineer (1.7 yrs),4.1 years,1,Pvt Ltd,1000-4999,"tableau, python 3, psql, T-SQL, java, Mongo",AWS Certified Solutions Architect,43,7.8,4,TRUE,1,1,103,Campus,4,no_enrollment,No,INR 24.1 lakh,27.80L,2 months,Owned production incidents end-to-end during on-call rotations.,55.5
CH-BY3V6R,Mohini Khajuria,mohini.khajuria378@gmail.com,+91 9458347188,38,2011,"Maharishi Dayanand University, Rohtak",Btech,STEM,Gurugram,Frontend Engineer,Junior Frontend Engineer,Intern (6.5y) > Trainee (3.7y) > Apprentice (1.5y) > Junior Frontend Engineer (2.4y) > Junior Frontend Engineer (0.4y),14+ yrs,1,Pvt Ltd,1000-4999,tensorflow; Java Script; html; CSS; C++,,37,5.3,New joiner - not rated,0,-,2,24,LinkedIn,1,Full time course,No,"₹24,80,000",32.6 lpa,15 days,,52.2
CH-GUSLEA,Jatashankar Kashyap,jatashankar.kashyap87@hotmail.com,+91 8345910880,38,2010,Bharathiar University,Btech,STEM,Ranchi,Product Analyst,Senior Product Analyst,Junior Product Analyst [34 mo] -> Product Analyst III [29 mo] -> Senior Product Analyst [47 mo],9+ yrs,4,Pvt Ltd,100-500,nlp; Structured Query Language; A/B testing; MS Excel; Tableau; Python,PMP; CKA,90,,3.0,No,-,1,18,Campus,>4,no_enrollment,No,22.3 LPA,40.7 LPA,30 days,Strong ownership; drove a cross-team initiative.,59.6
CH-7B1V8Q,Akash Hajariya,akash.hajariya844@gmail.com,+91 9881096501,34,2012,IITB,BCA,STEM,Noida,Product Analyst,Staff Product Analyst,Product Analyst I (0.9 yrs) | Product Analyst Intern (1.9 yrs) | Product Analyst I (2.5 yrs) | Sr. Product Analyst (1.5 yrs) | Tech Lead (2.5 yrs) | Lead Product Analyst (1.6 yrs),10.9,2,Pvt Ltd,50-99,T-SQL | Docker | natural language processing | TensorFlow | Scikit Learn | experimentation | flutter | Vue | Torch,,0.42,4.5,2,Yes,-,1,38,Job Portal,2,Part time course,No,44.7 lpa,5.22 Cr,1 month,Needed frequent guidance during design discussions. Open to weekend shifts.,20.5
CH-H8YJL7,Umashankar Bhansali,umashankar.bhansali235@gmail.com,+91 8309515901,50,1999,IIT-D,Diploma,STEM,Pune,Product Analyst,Head of Product,"Product Analyst I [23 mo] > Associate Product Analyst [34 mo] > Sr. Product Analyst [14 mo] > Staff Product Analyst [53 mo] > Principal Product Analyst [10 mo] > Director, Product [44 mo] > Director, Product [93 mo] > Director, Product [48 mo]",27 years,2,NGO,100-500,hadoop,NPTEL DSA (Elite); ISTQB Foundation,58,4.4,5,Yes,0,1,48,Job Portal,2,Full time course,No,54.5 LPA,"$81,503",30 days,Communication in the panel round was unclear.,35.1
CH-W57YFI,Bharadwaj Ghoshal,bharadwaj.ghoshal320@gmail.com,+91 8493130405,36,2019,"Indian Institute of Technology, Madras",B.Tech,STEM,Thiruvananthapuram,ML Engineer,ML Engineer II,Associate ML Engineer [25 mo] | ML Engineer [25 mo],4.1,1,NGO,,AWS; stats; sql; Apache Airflow; scikit-learn; tableau; python 3; nlp; mlflow; Torch; TF/Keras,Google Professional Data Engineer,0.45,6.0,5,no,0,1,34,Walk-in,,Full time course,No,10.6 LPA,INR 14.3 lakh,15 days,,43.5
CH-AA3O05,Kiran Shrivastava,kiran.shrivastava849@gmail.com,+91 9670684286,26,2021,IIT-D,B.Sc,,Pune,Product Analyst,Product Analyst I,Junior Product Analyst (2.6 yrs),2.6 years,1,,,"tableau, Google Cloud, AWS (EC2/S3), Advanced Excel, Statistics",TensorFlow Developer,48,4.0,3,N,None,1,22,Referral,never,no_enrollment,No,1401000,INR 18.5 lakh,15 days,Reference check was lukewarm about teamwork.,15.8
CH-19PCKY,Harshit Nishad,harshit.nishad438@hotmail.com,+91 6300228271,26,2025,IIT Bombay,Bachelor of Technology,STEM,Hyderabad,Mobile Engineer,Apprentice,Apprentice (0.5y),Fresher,1,,,Android | Kotlin | RN | Dart/Flutter | GitHub | Spring Boot | CPP,PMP,78,5.9/10,New joiner - not rated,no,None,2,23,Other,never,no_enrollment,No,2.79L,4.1 LPA,Serving notice - 15 days,Plays in a local cricket league.,69.7
CH-DY645P,Nikhil Thakkar,nikhil.thakkar261@hotmail.com,+91 7168827007,47,2002,NIT Tiruchirappalli,B.Tech,STEM,Hyderabad,Product Analyst,Head of Product,"Trainee Product Analyst (9.0 yrs) | Associate Product Analyst (1.2 yrs) | Trainee Product Analyst (1.4 yrs) | Associate Product Analyst (1.2 yrs) | Product Analyst (1.6 yrs) | Tech Lead (4.2 yrs) | Senior Product Analyst (2.7 yrs) | Director, Product (2.6 yrs)",24 years,1,Funded Startup,100-500,"Structured Query Language, Statistical Modelling, git, Python, Tableau, Hadoop, Advanced Excel, experimentation",,77,5.6/10,NA,Yes,None,2,50,Sourcing,1,no_enrollment,No,38.20L,48.3 LPA,Serving notice - 60 days,Prefers product companies.,84.3
CH-XDDS36,Kanta Das,kanta.das45@yahoo.co.in,+91 7111544806,40,2010,"Indian Institute of Information Technology, Kota",MBA,STEM,Jaipur,Data Engineer,Data Platform Manager,Data Engineer Intern (3.8 yrs) > Trainee (0.9 yrs) > Trainee Data Engineer (0.6 yrs) > Principal Data Engineer (5.8 yrs) > Manager - Data Platform (3.4 yrs) > Principal Data Engineer (1.5 yrs),16.1 years,5,Pvt Ltd,50-99,React; hadoop; Python3; Apache Kafka,Oracle Java SE; Coursera ML Specialization,40,6.9,4,N,-,1,44,Sourcing,3,no_enrollment,No,35.7 LPA,46.1 LPA,45 days,,18.0
CH-B3PFCM,Bharadwaj Dutta,bharadwaj.dutta125@outlook.com,+91 8822045285,49,1999,Assam University,B.E.,No Major,Gurgaon,Mobile Engineer,"Director, Mobile",Intern (3.2y) -> Trainee (1.0y) -> Trainee Mobile Developer (2.1y) -> Mobile Developer (5.0y) -> Mobile Developer (2.0y) -> Mobile Manager (1.5y) -> Manager - Mobile (2.7y) -> Mobile Manager (3.4y) -> VP Mobile (1.3y) -> Head of Mobile (4.3y),20+ years,3,Public Sector,10000+,kotlin; Flutter; microservice architecture; graphql; Express/Node; selenium; GitHub; Android SDK,,46,5.1,4,Y,None,1,69,Direct,>4,no_enrollment,No,62.1 LPA,85.7 LPA,Immediate joiner,,53.0
CH-AS961P,Lata Baghel,lata.baghel634@rediffmail.com,+91 7793155294,40,2007,Jadavpur University,Master of Technology,STEM,Pune,Mobile Engineer,Staff Mobile Developer,Junior Mobile Developer (2.7 yrs) > Senior Mobile Developer (1.3 yrs) > Tech Lead (2.3 yrs) > Lead Mobile Developer (5.4 yrs),11.7 years,2,Pvt Ltd,10000+,AngularJS; Kotlin; GraphQL; SwiftUI; API design; html; CI/CD; selenium; Android SDK,PMP,77.0 %,5.5,1,0,0,1,44,Direct,4,no_enrollment,Yes,26.5 LPA,INR 34.7 lakh,45 days,Open to weekend shifts.,70.3
CH-B0YLNA,Devbrat Narayan,devbrat.narayan144@outlook.com,+91 7314833075,42,2007,Indian Institute of Technology Kharagpur,MS,STEM,Hyderabad,Full Stack Engineer,"Director, Engineering",Junior Full Stack Developer (1.5y) -> Full Stack Developer (4.1y) -> Full Stack Developer III (3.1y) -> Full Stack Developer Lead (1.6y) -> Engineering Manager (3.3y) -> Engineering Manager (3.3y) -> Head of Engineering (1.5y),18+ yrs,2,,,"rest api,docker,MySQL,Node",Coursera ML Specialization,40,,1,No,0,2,24,Direct,2,Full time course,No,49.2 lpa,"₹75,28,000",45 days,Interested in the Bengaluru office.,63.8
CH-2E0XW3,Ajeet Baranwal,ajeet.baranwal91@outlook.com,+91 9503220105,30,2018,Sri Venkateswara College of Engineering,Polytechnic Diploma,Humanities,Chennai,Data Scientist,Data Scientist,Trainee Data Scientist (6.1 yrs) → Data Scientist II (1.0 yrs),7.1 years,7,,,"PyTorch,python 3,Git,SciKit-Learn,Bash/Linux,AWS,pandas,stats",CKA,62,9.8,2,1,-,1,248,Campus,1,no_enrollment,No,1875000,23.4 LPA,45 days,Open to weekend shifts.,29.6
CH-J4K9E9,Savita Soni,savita.soni431@outlook.com,+91 6709395453,34,2014,"National Institute of Technology Karnataka, Surathkal",PhD,STEM,Lucknow,Data Scientist,Data Scientist,Junior Data Scientist [38 mo] | Data Scientist I [11 mo] | Data Scientist [35 mo],7.1 yrs,2,Public Sector,10000+,airflow | Power BI | sql | python | A/B testing | SciKit-Learn | hypothesis testing | CI/CD | Pandas,AWS Certified Solutions Architect,73,9.8,3,No,None,1,36,LinkedIn,2,no_enrollment,No,18.02L,"₹17,15,000",15 days,Prefers product companies. Hiring manager flagged excellent system-design round.,83.4
CH-8609GQ,Mandakini Poddar,mandakini.poddar702@hotmail.com,+91 8399597143,31,2020,Indian Institute of Technology Madras,BE,STEM,Ranchi,Frontend Engineer,Trainee Frontend Engineer,Junior Frontend Engineer (5.8y),5.8 years,7,Pvt Ltd,10/49,"HTML, react-native, azure, Angular, CICD, Type Script, Core Java, GraphQL, Git",PMP; Google Professional Data Engineer,N/A,4.1,5,0,0,1,48,Referral,1,no_enrollment,Yes,13.7 LPA,21.8 LPA,2 months,Led the migration of a legacy monolith to services.,50.1
CH-ID9OFK,Sudheer Khattar,sudheer.khattar761@gmail.com,+91 8734690477,42,2006,Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya,B.Sc,STEM,Hyderabad,Full Stack Engineer,"Director, Engineering","Full Stack Developer I (1.1y) > Full Stack Developer (5.4y) > Full Stack Developer III (0.9y) > Full Stack Developer III (1.4y) > Engineering Manager (1.4y) > Head of Engineering (3.5y) > Director, Engineering (3.3y) > VP Engineering (2.7y)",236 months,1,NGO,100-500,"C++,Graph QL,docker,REST,MSA,typescript,SQL,javascript,git",PMP,36,2.9,Exceeds Expectations,No,None,2,56,Employee Referral,2,no_enrollment,Yes,71.6 LPA,"₹92,86,000",1 month,Interested in the Bengaluru office.,29.4
CH-XGVTQR,Rishikesh Bedi,rishikesh.bedi316@outlook.com,+91 6894568403,29,2021,Delhi Technological University (formerly DCE),Polytechnic Diploma,STEM,Indore,ML Engineer,ML Engineer II,Apprentice (3.0y) -> Apprentice (0.9y) -> ML Engineer II (1.5y),5.3 years,1,,,FastAPI | Python | numpy | Pandas | Angular | mlflow | Kafka | natural language processing | Kubernetes,Oracle Java SE; Coursera ML Specialization,74,7.3,2,no,0,1,46,Direct,1,no_enrollment,Yes,8.7 LPA,10.2 lpa,45 days,Has a pre-planned vacation next month.,53.6
CH-MU6ZFC,Deepika Singhi,deepika.singhi789@outlook.com,+91 8129715345,37,2012,Indian Institute of Technology Madras,Btech,Other,Calcutta,Mobile Engineer,Mobile Manager,Intern [28 mo] > Junior Mobile Developer [10 mo] > Trainee [39 mo] > Tech Lead [17 mo] > Manager - Mobile [31 mo] > Principal Mobile Developer [29 mo],12+ yrs,4,Public Sector,10000+,"redis,JAVA,swift,Postgres",Coursera ML Specialization,76,8.5,3,N,-,1,166,Employee Referral,1,no_enrollment,No,"₹37,81,000",52.0 LPA,15 days,Plays in a local cricket league.,63.8
CH-OGNFRU,BUNTY RANA,buntyrana736@hotmail.com,+91-84934-40863,51,1999,Indian Institute of Technology Delhi,BE,No Major,Hyderabad,DevOps / SRE,"Director, Infrastructure",Trainee DevOps Engineer (3.7 yrs) | DevOps Engineer III (1.0 yrs) | Senior DevOps Engineer (5.8 yrs) | Senior DevOps Engineer (4.2 yrs) | VP Infrastructure (7.5 yrs) | VP Infrastructure (3.8 yrs),>20,4,Pvt Ltd,100-500,"azure, HDFS, Linux",ISTQB Foundation,43,4.3,3/5,Yes,None,1,6,LinkedIn,1,no_enrollment,Yes,26.4 LPA,"$40,165",30 days,,60.9
CH-MGE4TD,Baldev Deshmukh,baldev.deshmukh712@rediffmail.com,+91 6150680884,25,2025,Indian Institute of Technology Madras,Btech,,Hyderabad,Frontend Engineer,Trainee,Intern (0.4y),5 months,1,NGO,10/49,"React, AngularJS, TS, JavaScript, IaC (Terraform), django, React Native, mongodb, Redis, Postgres, SCSS, version control",Scrum Master (CSM); Oracle Java SE,33,6.2,1.0,No,-,1,87,Sourcing,1,Full time course,No,5.1 lpa,6.00L,15 days,Prefers hybrid work.,41.6
CH-4LFIDP,Rajkumar Ahale,rajkumar.ahale16@yahoo.co.in,+91 7956807892,42,2012,DELHI COLLEGE OF ENGINEERING (DCE),PhD,STEM,Madras,Mobile Engineer,Mobile Manager,Intern (0.9 yrs) > Intern (1.9 yrs) > Mobile Developer III (2.2 yrs) > Lead Mobile Developer (1.5 yrs) > Mobile Manager (1.7 yrs) > Principal Mobile Developer (3.1 yrs) > Principal Mobile Developer (2.6 yrs),13.8 years,3,Pvt Ltd,50-99,API design; containers (docker); cypress; NodeJS; SwiftUI; git; android; SpringBoot; Flask,Scrum Master (CSM),47,4.5,5,Yes,0,1,250,LinkedIn,never,no_enrollment,Yes,32.6 LPA,"₹31,44,000",60 days,,45.7
CH-GV6TT1,Abhay Kumar,abhay.kumar181@outlook.com,+91 8838247008,39,2020,Vignan University,B.Tech,,Gurgaon,QA Automation Engineer,Sr. QA Engineer,Junior QA Engineer (1.0 yrs) > Intern (0.8 yrs) > Associate QA Engineer (1.6 yrs) > Sr. QA Engineer (1.3 yrs) > Sr. QA Engineer (1.4 yrs),6.3 years,7,,,Python3; CI/CD,PMP,56,6.5,3.0,yes,0,1,22,LinkedIn,1,no_enrollment,No,INR 18.0 lakh,26.1 LPA,Serving notice - 45 days,Open to weekend shifts. Hiring manager flagged excellent system-design round.,54.6
CH-EXULBO,Dipu Priyadarshini,dipu.priyadarshini421@hotmail.com,+91 6490663114,27,2021,  Indian School of Mines (ISM) ,B.Sc,,Pune,Product Analyst,Product Analyst,Associate Product Analyst (2.0y) | Product Analyst (1.6y),43 months,4,,,"pandas,tableau,MySQL,fastapi,Statistics,MS Excel,NumPy",Scrum Master (CSM); Databricks Associate,0.54,8.3/10,1,N,0,1,35,Job Portal,4,Full time course,Yes,16.3 LPA,INR 22.3 lakh,15 days,Interested in the Bengaluru office. Missed two sprint commitments last quarter.,56.6
CH-5GX0EG,Parmanand Sengupta,parmanand.sengupta16@gmail.com,+91 8494426137,31,2016,Indian Institute of Technology (BHU) Varanasi,Btech,Humanities,Hyderabad,Data Scientist,Data Scientist,Intern (1.6y) → Data Scientist II (2.4y) → Data Scientist (0.8y),4.8 years,1,Pvt Ltd,100-500,"ML Ops,Airflow,PANDAS,kafka,Python,T-SQL,Tableau,hypothesis testing",Coursera ML Specialization; Google Professional Data Engineer; NPTEL DSA (Elite),76/100,7.3,Exceeds Expectations,N,None,1,224,Campus,>4,no_enrollment,No,1252000,16.0 LPA,Serving notice - 60 days,,48.6
CH-9ALON2,Ekta Dey,ekta.dey274@gmail.com,+91 6118620410,30,2016,Indian Institute of Science,Btech,,Gurgaon,Product Analyst,Product Analyst,Product Analyst Intern (2.5 yrs) → Apprentice (3.1 yrs) → Product Analyst (2.3 yrs),7+ yrs,1,Pvt Ltd,100-500,"Python3,MLOps",,35,4.6,1,0,0,1,14,Job Portal,>4,no_enrollment,Yes,16.2 LPA,21.5 LPA,45 days,,58.7
CH-VWGZC9,Shiva Kedia,shiva.kedia718@gmail.com,+91 6949431949,34,2023,Charotar University of Science and Technology,Btech,STEM,Chennai,Frontend Engineer,Frontend Engineer Intern,Intern [8 mo],<1 year,1,Pvt Ltd,5000-9999,GraphQL; RESTful services; psql; React.js; fastapi,Coursera ML Specialization,42,,3/5,no,0,1,34,Sourcing,1,Part time course,No,628000,"₹8,27,000",45 days,,50.1
CH-DCAWDI,Suryakant Shirke,suryakant.shirke565@outlook.com,+91 6115691071,37,2011,"International Institute of Information Technology, Hyderabad",BE,,Pune,Frontend Engineer,Staff Frontend Engineer,Trainee Frontend Engineer (1.7y) -> Trainee Frontend Engineer (2.0y) -> Junior Frontend Engineer (2.4y) -> Frontend Engineer (4.2y) -> Senior Frontend Engineer (1.5y) -> Tech Lead (2.2y),14+ yrs,4,Pvt Ltd,<10,CSS | Graph QL | Java Script | react js,AWS Certified Solutions Architect; Scrum Master (CSM),41,5.8/10,Unsatisfactory,no,None,1,14,Employee Referral,>4,no_enrollment,No,52.92L,"₹60,28,000",1 month,,54.1
CH-7PT62M,Rekha Patel,rekha.patel566@hotmail.com,+91 9214969552,31,2019,Indian Institute of Technology Madras,B.Tech,STEM,Gurugram,QA Automation Engineer,QA Engineer,Apprentice (1.5 yrs) | Trainee QA Engineer (1.9 yrs) | QA Engineer (3.0 yrs),6.4 years,1,Pvt Ltd,<10,NodeJS; Selenium; CI/CD; MySQL; cypress; python,AWS Certified Solutions Architect,81,6.2,3,N,None,2,144,Campus,1,Full time course,No,19.85L,24.98L,2 months,Strong ownership; drove a cross-team initiative. Prefers hybrid work.,75.6
CH-2K1LZM,Anand Prajapati,anand.prajapati284@rediffmail.com,+91 7325816557,39,2009,Indian Institute of Technology Kharagpur,BE,STEM,Chennai,Full Stack Engineer,Head of Engineering,Trainee Full Stack Developer [22 mo] -> Full Stack Developer [14 mo] -> Full Stack Developer II [38 mo] -> Senior Full Stack Developer [38 mo] -> Head of Engineering [51 mo] -> Head of Engineering [29 mo],16.1 years,3,Funded Startup,100-500,"REST APIs,Kotlin,Flutter,Tableau,Docker,css,sql",AWS Certified Solutions Architect,28,5.4/10,1,1,None,1,226,Direct,1,no_enrollment,No,"₹53,51,000",75.25L,15 days,Consistently delivered ahead of sprint commitments.,27.2
CH-I56GV7,Hema Rathore,hema.rathore751@gmail.com,+91 6849170122,37,2011,Atharva College of Engineering,B.Sc,STEM,Chennai,Data Scientist,Head of Data Science,"Data Scientist I (2.2 yrs) → Data Scientist III (1.0 yrs) → Senior Data Scientist (3.7 yrs) → Data Scientist Lead (1.5 yrs) → Manager - Data Science (3.6 yrs) → Manager - Data Science (1.6 yrs) → Director, Data Science (1.0 yrs)",14.7 years,1,Pvt Ltd,50-99,"split testing,Structured Query Language,Pandas,NLP",,29,5.6/10,2,N,0,4,11,LinkedIn,>4,no_enrollment,No,3716000,INR 56.2 lakh,15 days,Reference check was lukewarm about teamwork.,51.5
CH-47MPLR,Ved Gaharwar,ved.gaharwar659@hotmail.com,+91 7620163232,30,2018,Indian Institute of Information Technology Allahabad,BE,STEM,Ranchi,Data Scientist,Sr. Data Scientist,Data Scientist Intern [2 mo] > Apprentice [22 mo] > Senior Data Scientist [17 mo] > Senior Data Scientist [43 mo],83 months,1,NGO,100-500,"MS Excel,Statistical Modelling",,55,4.7,3,No,None,1,136,Referral,1,no_enrollment,Yes,14.64L,16.27L,1 month,Prefers product companies.,30.5
CH-F47XOT,Madhurima Tyagi,madhurima.tyagi281@outlook.com,+91 6408221593,35,2005,Periyar University,MS,STEM,Hyderabad,Data Engineer,Sr. Data Engineer,Associate Data Engineer (3.3y) → Trainee (2.4y) → Senior Data Engineer (1.2y),6.9,5,Pvt Ltd,1000-4999,workflow orchestration (Airflow); MySQL; Google Cloud; excel; Go; Kafka; Git; Python3; Apache Spark; AWS (EC2/S3),,88,7.7,3/5,Yes,0,1,154,LinkedIn,1,no_enrollment,No,"₹21,05,000",2994000,15 days,Strong ownership; drove a cross-team initiative. Led the migration of a legacy monolith to services.,10.8
